710:1.0393127 0.20179865 -1.40783 -1.7454826 0.4477861 -0.35396546 -1.1478463 0.2512344 0.66884345 1.2097744
205:-0.3983653 -0.06673786 -0.7014508 -0.8181986 0.50144356 0.27829045 0.18451205 0.15277724 0.15903789 -0.16615683
45:-0.56574726 -0.073301725 -0.50834775 -0.60111356 0.18731073 0.32727596 0.31330845 -0.26119378 -0.17324856 -0.46611124
515:-0.7639266 -0.45505014 -0.089622304 -0.37673825 0.3234821 0.5480582 0.5561521 -0.018132871 -0.32696065 -0.21151182
574:-0.04808103 -0.17051888 -0.91599685 -0.7764102 0.11924303 0.32921287 0.018912401 0.16107163 0.11708918 -0.5505362
858:0.03692865 -0.46066236 0.20831685 -0.25825852 -0.6618237 -0.08495899 -0.3573049 0.075907536 0.10213562 0.1375292
619:0.6740667 0.02862653 -0.945864 -1.143132 0.35287485 -0.18625642 -0.70466083 0.19685695 0.34797275 0.74850154
507:-0.2730697 0.18506688 -0.5571657 -0.048414778 0.069525376 0.25836363 -0.28105727 0.18212888 -0.5049314 -0.20403641
113:0.48405302 -0.23770356 -0.6381274 -1.2285964 0.5990122 0.23151612 -0.87764513 0.56719273 0.09818898 0.83519685
34:0.1871459 0.004133074 0.22585842 -0.3408366 0.00080648815 -0.052804887 0.2874659 0.63131875 0.25714725 -0.51157403
563:-0.39066952 -0.40177757 -0.85953015 -0.3781541 0.15473415 0.26290256 -0.020017345 0.4110752 -0.25154674 -0.029377438
381:-0.6952657 0.36769813 -0.30305243 -0.48390105 0.59313816 0.08357834 0.4981845 -0.16814332 -0.49389878 0.2196297
455:-0.40099603 0.36507595 -0.39527377 -0.7829836 0.55160075 -0.9065636 0.11367686 -0.44866478 -0.20668896 0.32262015
67:0.8219977 -0.75840664 -1.8510363 -0.93092483 0.6182596 0.6152478 -0.09078572 0.55499554 0.87624526 1.1250196
388:-0.44331697 -0.58504623 -0.26651758 -0.53188187 0.036253724 0.6286805 0.10655726 0.61748123 0.0815881 -0.06598064
974:-0.22080208 -1.0145211 -0.39937708 -0.2847215 0.4696342 -0.16919084 -0.36002335 0.7903715 -0.22884999 0.015556122
310:0.7472645 0.35632375 -1.4561459 -1.0592852 0.6596047 -1.2021794 0.21666358 0.09917352 0.1392284 0.96132576
169:-0.31948212 0.8215214 -0.5078659 -0.63704616 0.6814696 -1.0393465 0.2720915 -0.525322 -0.16226046 0.51964426
444:-0.41318643 0.2096464 -1.1248485 -0.39651695 0.13435328 0.02349274 0.022861658 0.047088698 0.021740848 -0.12022996
120:0.5265743 0.08390462 -0.6072289 -1.1268384 0.11800859 -0.27444193 -0.32055086 0.23935243 -0.066764854 0.59039104
193:-0.14333647 0.2243642 -0.3205275 -0.4170596 0.17639823 -0.013424477 0.15069325 -0.43203887 -0.7123309 -0.27185312
713:0.80432326 -0.4081238 -1.6179008 -0.9677498 0.92738926 0.4876705 -0.1768295 0.5750236 0.3086923 0.96678376
302:-0.5681915 -0.42074284 -0.7007877 -0.44033307 0.22025254 0.4720156 0.16672572 0.44588238 -0.08165854 -0.009370537
153:-0.3235357 0.968543 0.2893475 0.17175122 0.10033141 -0.99887 -0.55643976 0.57503927 -0.20652172 -0.27659497
844:0.32514772 -0.86998904 -1.6882553 -1.1258272 0.56999624 0.50247467 -0.066535704 0.73835367 0.26172078 0.48841006
335:-0.28861457 -0.36393505 -1.1189797 -0.39017147 0.029439194 0.48608628 -0.17838356 0.4480485 -0.16057482 -0.24501012
885:0.72978795 -0.45986843 -0.7807669 -0.9180499 0.4962784 -0.324062 -0.19677876 0.27085343 0.35779783 0.5840862
735:0.1368211 -0.24475944 -1.2846333 -0.46014088 -0.5154196 -0.1371407 -0.47755197 0.018614259 0.053572167 -0.25062737
664:0.72554207 -0.124961816 -1.1722643 -1.1191167 0.19436222 0.061858162 -0.2504032 0.35981354 0.113683335 0.9843462
93:0.205288 0.6855938 -1.0791302 -0.78203356 0.18778516 -0.32922223 -0.30039516 -0.3062173 -0.2011002 0.43425986
158:0.10757951 0.31092322 0.13712598 -0.5489369 0.425904 -0.73048645 0.5891721 -0.5969976 -0.7066474 0.19589718
458:0.03253246 -0.0021057697 -1.2452722 -0.624901 0.42500514 -0.1211195 -0.07222973 0.34557894 -0.42494524 0.5298687
997:0.31430346 -0.6084963 -1.298042 -0.63134617 -0.030355778 0.49761185 -0.11740792 0.79072917 -0.00085413555 0.54250157
182:-0.16367054 -0.0052701863 -0.9239015 -1.1735005 0.7790718 0.16378674 0.16537626 0.35325074 -0.15309452 0.6030928
147:-0.46038473 0.12860627 -0.6412435 -0.61226374 -0.18872915 0.1535109 0.050708592 0.1107699 -0.111068234 0.115626186
616:-0.6185355 0.1777527 -0.3479588 -0.6349491 0.31641662 -0.8684473 0.122721076 -0.5151702 0.10778176 -0.13278607
589:-0.040444337 0.33794045 0.23833929 0.1165645 -0.53487635 -0.06415789 -0.055298515 0.22030741 -0.12159812 -0.212419
544:0.3281461 0.65120566 -1.1805546 -0.110952 0.45440814 -0.13039081 -0.52700645 0.03075142 -0.80989975 0.3209155
436:0.24558793 0.43801287 -1.0887617 -0.16112123 0.50700897 0.05591053 -0.43229687 0.058232065 -0.69752586 0.5205941
862:0.09675497 -0.6481476 -0.9304828 -0.8029655 0.52812755 0.29571307 -0.07481593 0.55366015 0.1902323 0.23361641
836:0.34867066 0.34267893 -0.71996206 -0.6250105 0.061024915 -0.30740663 -0.98317164 0.19066626 -0.44544825 0.8818513
697:0.5287723 -0.2677128 -0.7991322 -0.9440418 0.15629888 0.19928156 -0.39818394 0.29586717 -0.13807403 0.49338934
12:0.22162552 0.23557751 -0.7497204 -1.0191766 -0.25394487 -0.57850146 -0.81810135 -0.36509562 0.01615829 0.69455326
223:-0.093282685 -0.09767546 -0.15993646 -0.24629952 -0.48126885 0.21324794 0.124922775 -0.2645745 -0.12203129 -0.63003904
541:0.11331945 -0.45618924 -0.1827305 0.08952087 -0.6081685 -0.033276875 -0.30682167 0.025543507 -0.03626551 -0.40095595
66:0.50171334 0.44841203 -1.0884346 -1.5752507 0.063322276 -0.70344174 -1.1545788 -0.11537963 -0.109637655 1.4946638
216:-0.112876214 0.5070312 -0.40095022 -0.6601908 -0.11537071 -0.5706458 0.07752717 -0.65122235 -0.036095474 -0.07968062
89:0.061454102 0.43390584 -0.7265536 -0.1073215 0.37992078 0.18531807 -0.6360595 0.044317815 -0.70902044 -0.016124858
963:-0.077427536 -0.70769155 -0.44926775 -0.0041698776 0.92945266 -1.3412889 -0.19594333 0.3951361 -0.27480814 -0.29726774
925:0.28660643 -0.8942841 -0.89614576 -0.1115345 0.9052907 -1.05539 -0.19506781 0.8078002 -0.28390273 0.29353702
608:-0.3264339 -0.41589755 0.31438112 -0.2403908 -0.44012916 0.32926232 -0.40758383 -0.025659183 0.03663602 -0.22603853
124:0.3798963 -0.52613056 -1.3033917 -1.2989702 0.23457177 0.6605514 -0.22625518 0.54027486 0.43487343 0.49445257
84:-0.30153605 -0.85696006 -0.6809325 -0.7403916 0.14594556 0.34243706 -0.087877646 0.6474136 0.12949376 -0.01207261
833:0.6556216 0.29911903 -1.3245637 -1.5053012 -0.025064327 -0.24514256 -0.6336424 0.038813923 0.27645427 0.73520875
638:0.2622149 -0.029221289 -0.41161448 -1.0194098 0.42480338 0.2696409 -0.11837924 0.3535414 -0.22888708 0.2529875
8:0.30427065 0.5041885 -0.81569946 -0.8752129 0.6520487 -1.1808758 -0.13062407 0.020223401 -0.053747654 0.4099529
73:-0.47990105 -0.29640263 -0.15640531 -0.50022984 0.2412821 -0.036953934 0.09797275 0.29258427 0.12346352 0.3378912
941:-0.11353566 -0.51245564 -0.21607226 0.118526645 0.6361816 -0.91561323 -0.3698719 0.19529195 -0.24125166 0.034546472
620:0.4268574 0.08670828 -0.72037375 -0.19285162 0.056982722 0.006350602 -0.6718121 -0.12371361 0.1508166 0.20853151
307:-1.0229013 -0.56880087 -0.7654148 -0.17215167 0.00516987 0.7574756 -0.12094704 0.45250803 -0.16292992 -0.28363708
981:0.6302489 -0.16791214 -1.3497663 -1.3785261 -0.08816998 -0.009467489 -0.41061744 0.35615054 -0.08114282 1.0294594
678:-0.3920241 -0.620388 -0.25150862 -0.1527385 -0.29818776 0.23090343 -0.09227076 0.3315664 -0.07402253 -0.015725361
501:-0.56116176 -0.47418243 -1.0322257 -0.38069355 -0.13473447 0.48200005 -0.102571435 0.3408504 0.087509 -0.22902155
519:0.06127451 0.5687719 -1.0692444 -0.20654507 0.28378418 -0.5742888 -0.26477462 -0.2721473 -0.48681968 0.44838554
276:-0.12699556 0.41317096 -0.35379228 -0.55016977 0.8112389 -0.3989999 0.50190157 -0.5532476 -0.76899886 0.039310317
164:-0.4026126 -0.20569228 -0.7874732 -0.045834262 0.29248068 0.25681844 -0.1869367 0.19299555 -0.2884549 -0.1036703
170:-0.18268141 0.5153492 -0.5960192 -0.13512047 0.08711337 -0.26579216 -0.30784222 -0.36833555 -0.54556656 0.039361622
425:-0.4677659 -0.561393 -0.42405728 -0.4690794 0.49482742 0.20856959 0.23435712 0.7201851 -0.22114268 0.17336437
813:0.86852545 -0.4318179 -1.4499345 -1.4561557 0.21479496 -0.06443127 -0.1849681 0.133676 0.5047352 0.6017364
78:0.2421904 -0.39174026 -0.91308886 -0.99803305 0.16977865 0.2758832 -0.66631615 0.395644 -0.024121251 0.4677455
881:0.9131611 -0.035633903 -1.1354296 -1.2104433 0.24250463 -0.5716235 -0.15478584 0.09207349 0.5769741 0.77405155
526:-0.3486952 -0.4800134 -1.1470143 -0.31798404 0.32289016 -0.033481453 -0.19447516 0.59759814 0.067441866 -0.23777278
794:0.6770035 -0.89204925 -2.630685 -0.49855593 0.6151214 0.50393915 -0.17019245 0.7337326 0.5328029 0.9056398
649:-0.16251405 -0.86537206 -1.1472869 -0.5696809 -0.08334137 0.15162224 0.018210942 0.55267745 0.046435818 -0.44737533
993:0.5339907 -0.8060294 -1.5913249 -0.6373934 0.307273 0.64634585 -0.1430956 0.9828938 0.11574031 1.2841946
447:0.040688913 0.026670858 -0.4801051 -0.63035595 0.47624955 0.014042671 0.20923018 0.02795459 0.25006467 0.19721451
952:-0.24738793 -0.36425525 -0.05616735 -0.096296705 0.6372131 -0.75870055 -0.08871384 0.32351166 -0.08051865 -0.15351997
461:-0.29894233 -0.5171003 -0.82048446 -0.6687679 0.45323068 0.34447908 0.32924798 0.36600512 -0.05707443 -0.0462581
324:-0.20947275 -0.41651282 -0.7065322 -0.547042 0.20579459 0.03824898 -0.024466952 0.24096224 0.23206607 -0.35555598
332:0.08444117 0.59362334 -1.4576023 -0.45965365 -0.040715896 -0.4487155 -0.2796146 -0.028740056 -0.23614049 0.29647395
175:-0.40914673 0.08540471 -0.8472702 -0.46339014 -0.33110574 0.20445557 0.0021687322 0.010160232 0.009570311 -0.14424552
19:0.84475374 0.57009685 -0.14380537 -0.4783329 -0.45082387 -0.4109014 0.26925215 -0.18829343 -0.3670703 -0.45960295
313:0.029132316 0.22841783 -0.63325757 -0.8632609 0.6796895 -1.144792 0.11620375 -0.091084875 0.5449375 0.054017156
918:-0.18414705 -1.0405928 -0.52941006 -0.16587111 0.9601342 -1.0682732 -0.057144362 0.5244688 -0.11916051 -0.39111844
724:0.09985584 0.19926068 -0.5951243 -0.9470935 -0.028184094 -0.2976931 -0.5060155 -0.25861308 -0.11405798 0.5325722
362:-0.522556 0.28405493 -0.2460952 -0.60013145 0.45416415 -0.6381726 0.19325556 -0.4190699 -0.12213991 4.4391494e-05
265:-0.41489404 -0.56639194 0.1145002 -0.3757111 0.29040504 0.5291648 0.6350988 0.14716661 -0.32859343 -0.20256919
